zone,temperature,humidity,lightLux,dustMgPerM3,mq135Raw,mq135AirQualityDeviation,timestamp
zone1,30.5,75.6,220,0.136456,2784,0.505415,2026-04-22T04:11:05.869Z
zone1,30.5,75.6,220.8333,0.134401,2806,1.299639,2026-04-22T04:11:10.872Z
zone1,30.5,75.6,218.3333,0.136456,2804,1.227437,2026-04-22T04:11:15.941Z
zone1,30.5,75.6,217.5,0.137278,2808,1.371841,2026-04-22T04:11:20.868Z
zone1,30.5,75.4,218.3333,0.135497,2809,1.407942,2026-04-22T04:11:25.869Z
zone1,30.5,75.3,218.3333,0.1381,2804,1.227437,2026-04-22T04:11:30.875Z
zone1,30.5,75.3,218.3333,0.134949,2795,0.902527,2026-04-22T04:11:35.859Z
zone1,30.5,75.2,216.6667,0.131113,2804,1.227437,2026-04-22T04:11:40.908Z
zone1,30.5,75.2,217.5,0.136182,2808,1.371841,2026-04-22T04:11:45.868Z
zone1,30.5,75.1,217.5,0.134675,2802,1.155235,2026-04-22T04:11:50.871Z
zone1,30.5,75,215,0.133716,2808,1.371841,2026-04-22T04:11:55.877Z
zone1,30.5,75,216.6667,0.133031,2761,-0.32491,2026-04-22T04:12:00.869Z
zone1,30.5,74.9,214.1667,0.133442,2796,0.938628,2026-04-22T04:12:05.859Z
zone1,30.5,74.9,215,0.137415,2788,0.649819,2026-04-22T04:12:10.870Z
zone1,30.5,74.8,211.6667,0.137004,2805,1.263538,2026-04-22T04:12:15.858Z
zone1,30.5,74.7,214.1667,0.136593,2809,1.407942,2026-04-22T04:12:20.891Z
zone1,30.5,74.6,214.1667,0.136867,2807,1.33574,2026-04-22T04:12:25.863Z
zone1,30.5,74.6,213.3333,0.134949,2800,1.083032,2026-04-22T04:12:30.864Z
zone1,30.5,74.5,212.5,0.127825,2801,1.119134,2026-04-22T04:12:35.863Z
zone1,30.5,74.5,212.5,0.133168,2804,1.227437,2026-04-22T04:12:40.857Z
zone1,30.5,74.5,214.1667,0.131524,2806,1.299639,2026-04-22T04:12:45.872Z
zone1,30.5,74.5,213.3333,0.133579,2806,1.299639,2026-04-22T04:12:50.859Z
zone1,30.5,74.4,213.3333,0.136319,2808,1.371841,2026-04-22T04:12:55.887Z
zone1,30.5,74.3,213.3333,0.130291,2797,0.974729,2026-04-22T04:13:00.869Z
zone1,30.5,74.2,211.6667,0.136319,2802,1.155235,2026-04-22T04:13:05.924Z
zone1,30.5,74.2,213.3333,0.132757,2808,1.371841,2026-04-22T04:13:10.862Z
zone1,30.5,74.2,212.5,0.133853,2801,1.119134,2026-04-22T04:13:15.865Z
zone1,30.6,74.2,214.1667,0.135771,2803,1.191336,2026-04-22T04:13:20.859Z
zone1,30.5,74.2,213.3333,0.134127,2809,1.407942,2026-04-22T04:13:25.872Z
zone1,30.5,74.1,210.8333,0.138237,2801,1.119134,2026-04-22T04:13:30.871Z
zone1,30.6,74.1,211.6667,0.129058,2804,1.227437,2026-04-22T04:13:35.894Z
zone1,30.6,74.2,210.8333,0.13673,2804,1.227437,2026-04-22T04:13:40.868Z
zone1,30.5,74.1,210,0.134949,2806,1.299639,2026-04-22T04:13:45.861Z
zone1,30.5,74.2,211.6667,0.132757,2805,1.263538,2026-04-22T04:13:50.864Z
zone1,30.6,74.2,210.8333,0.130017,2810,1.444043,2026-04-22T04:13:55.928Z
zone1,30.6,74.3,211.6667,0.131113,2800,1.083032,2026-04-22T04:14:00.869Z
zone1,30.5,74.3,212.5,0.132072,2808,1.371841,2026-04-22T04:14:05.873Z
zone1,30.5,74.3,210.8333,0.130291,2809,1.407942,2026-04-22T04:14:10.887Z
zone1,30.6,74.3,209.1667,0.140566,2803,1.191336,2026-04-22T04:14:15.872Z
zone1,30.6,74.5,208.3333,0.13399,2808,1.371841,2026-04-22T04:14:20.864Z
zone1,30.5,74.5,210.8333,0.13947,2795,0.902527,2026-04-22T04:14:25.863Z
zone1,30.6,74.6,210.8333,0.131935,2783,0.469314,2026-04-22T04:14:30.864Z
zone1,30.5,74.6,214.1667,0.137826,2809,1.407942,2026-04-22T04:14:35.869Z
zone1,30.6,74.7,213.3333,0.137278,2807,1.33574,2026-04-22T04:14:40.859Z
zone1,30.5,74.6,215,0.130017,2810,1.444043,2026-04-22T04:14:45.864Z
zone1,30.6,74.7,217.5,0.13536,2807,1.33574,2026-04-22T04:14:50.859Z
zone1,30.6,74.7,216.6667,0.137141,2795,0.902527,2026-04-22T04:14:55.873Z
zone1,30.6,74.8,216.6667,0.135086,2799,1.046931,2026-04-22T04:15:00.863Z
zone1,30.6,74.8,218.3333,0.132483,2806,1.299639,2026-04-22T04:15:05.870Z
zone1,30.5,74.8,217.5,0.133716,2807,1.33574,2026-04-22T04:15:10.862Z
zone1,30.6,74.9,217.5,0.134401,2806,1.299639,2026-04-22T04:15:15.869Z
zone1,30.6,74.9,216.6667,0.132346,2807,1.33574,2026-04-22T04:15:20.869Z
zone1,30.6,74.8,215.8333,0.134675,2791,0.758123,2026-04-22T04:15:25.869Z
zone1,30.6,74.8,215,0.129332,2807,1.33574,2026-04-22T04:15:30.873Z
zone1,30.6,74.9,213.3333,0.134812,2804,1.227437,2026-04-22T04:15:35.870Z
zone1,30.6,74.8,213.3333,0.130291,2811,1.480145,2026-04-22T04:15:40.865Z
zone1,30.6,74.9,215,0.134127,2806,1.299639,2026-04-22T04:15:45.865Z
zone1,30.6,74.9,215,0.134401,2807,1.33574,2026-04-22T04:15:50.861Z
zone1,30.6,74.9,215,0.133716,2797,0.974729,2026-04-22T04:15:55.869Z
zone1,30.6,75,214.1667,0.131661,2801,1.119134,2026-04-22T04:16:00.870Z
zone1,30.6,75,214.1667,0.138511,2804,1.227437,2026-04-22T04:16:05.888Z
zone1,30.6,75.1,218.3333,0.132757,2804,1.227437,2026-04-22T04:16:10.955Z
zone1,30.6,75.1,219.1667,0.129606,2809,1.407942,2026-04-22T04:16:15.860Z
zone1,30.6,75.1,217.5,0.132072,2794,0.866426,2026-04-22T04:16:20.879Z
zone1,30.6,75.1,217.5,0.134538,2796,0.938628,2026-04-22T04:16:25.885Z
zone1,30.5,75.2,216.6667,0.138648,2808,1.371841,2026-04-22T04:16:30.872Z
zone1,30.6,75.1,210.8333,0.134264,2804,1.227437,2026-04-22T04:16:35.872Z
zone1,30.6,75.2,214.1667,0.131524,2810,1.444043,2026-04-22T04:16:40.883Z
zone1,30.6,75.2,213.3333,0.133305,2804,1.227437,2026-04-22T04:16:45.883Z
zone1,30.6,75.2,209.1667,0.132894,2793,0.830325,2026-04-22T04:16:50.959Z
zone1,30.6,75.2,213.3333,0.135908,2795,0.902527,2026-04-22T04:16:55.860Z
zone1,30.6,75.2,209.1667,0.130017,2807,1.33574,2026-04-22T04:17:00.870Z
zone1,30.6,75.1,211.6667,0.133579,2807,1.33574,2026-04-22T04:17:05.871Z
zone1,30.6,75.1,214.1667,0.130428,2801,1.119134,2026-04-22T04:17:10.871Z
zone1,30.6,75,209.1667,0.136456,2809,1.407942,2026-04-22T04:17:15.863Z
zone1,30.6,74.9,204.1667,0.12577,2799,1.046931,2026-04-22T04:17:20.862Z
zone1,30.6,74.9,208.3333,0.13673,2808,1.371841,2026-04-22T04:17:25.878Z
zone1,30.6,74.9,209.1667,0.13536,2807,1.33574,2026-04-22T04:17:30.859Z
zone1,30.6,74.9,205.8333,0.135497,2805,1.263538,2026-04-22T04:17:35.875Z
zone1,30.6,74.9,205.8333,0.133168,2805,1.263538,2026-04-22T04:17:40.864Z
zone1,30.6,74.8,208.3333,0.136045,2803,1.191336,2026-04-22T04:17:45.869Z
zone1,30.6,74.9,208.3333,0.141936,2800,1.083032,2026-04-22T04:17:50.885Z
zone1,30.6,75,205.8333,0.130565,2806,1.299639,2026-04-22T04:17:55.920Z
zone1,30.6,75,205.8333,0.131661,2805,1.263538,2026-04-22T04:18:00.878Z
zone1,30.6,75,206.6667,0.134949,2805,1.263538,2026-04-22T04:18:05.885Z
zone1,30.6,75.1,207.5,0.134675,2803,1.191336,2026-04-22T04:18:10.874Z
zone1,30.6,74.9,213.3333,0.126455,2806,1.299639,2026-04-22T04:18:15.871Z
zone1,30.6,74.9,211.6667,0.139196,2798,1.01083,2026-04-22T04:18:20.885Z
zone1,30.6,74.8,208.3333,0.133305,2809,1.407942,2026-04-22T04:18:25.874Z
zone1,30.6,74.7,210.8333,0.137278,2806,1.299639,2026-04-22T04:18:30.874Z
zone1,30.6,74.8,210,0.13536,2806,1.299639,2026-04-22T04:18:35.863Z
zone1,30.6,74.7,207.5,0.132894,2806,1.299639,2026-04-22T04:18:40.863Z
zone1,30.6,74.7,209.1667,0.137689,2796,0.938628,2026-04-22T04:18:45.876Z
zone1,30.6,74.8,210,0.12988,2784,0.505415,2026-04-22T04:18:50.871Z
zone1,30.6,74.9,207.5,0.130428,2804,1.227437,2026-04-22T04:18:55.872Z
zone1,30.6,74.9,209.1667,0.133305,2782,0.433213,2026-04-22T04:19:00.921Z
zone1,30.6,74.8,209.1667,0.137141,2807,1.33574,2026-04-22T04:19:05.870Z
zone1,30.6,74.7,209.1667,0.132346,2809,1.407942,2026-04-22T04:19:10.870Z
zone1,30.6,74.6,209.1667,0.133579,2794,0.866426,2026-04-22T04:19:15.888Z
zone1,30.6,74.5,209.1667,0.131661,2795,0.902527,2026-04-22T04:19:20.861Z
zone1,30.6,74.4,208.3333,0.133168,2805,1.263538,2026-04-22T04:19:25.870Z
zone1,30.6,74.4,207.5,0.13536,2807,1.33574,2026-04-22T04:19:30.862Z
zone1,30.6,74.3,208.3333,0.133579,2804,1.227437,2026-04-22T04:19:35.870Z
zone1,30.6,74.4,207.5,0.134401,2805,1.263538,2026-04-22T04:19:40.874Z
zone1,30.6,74.3,207.5,0.132346,2788,0.649819,2026-04-22T04:19:45.862Z
zone1,30.6,74.3,207.5,0.130565,2807,1.33574,2026-04-22T04:19:50.873Z
zone1,30.6,74.3,206.6667,0.131798,2806,1.299639,2026-04-22T04:19:55.973Z
zone1,30.6,74.4,205.8333,0.134538,2804,1.227437,2026-04-22T04:20:00.874Z
zone1,30.6,74.3,205,0.139607,2806,1.299639,2026-04-22T04:20:05.852Z
zone1,30.6,74.4,202.5,0.132757,2806,1.299639,2026-04-22T04:20:10.862Z
zone1,30.6,74.4,201.6667,0.133305,2798,1.01083,2026-04-22T04:20:15.870Z
zone1,30.6,74.4,201.6667,0.133853,2806,1.299639,2026-04-22T04:20:20.870Z
zone1,30.6,74.4,201.6667,0.134401,2802,1.155235,2026-04-22T04:20:25.873Z
zone1,30.6,74.3,200,0.132894,2804,1.227437,2026-04-22T04:20:30.871Z
zone1,30.6,74.2,200,0.135497,2806,1.299639,2026-04-22T04:20:35.906Z
zone1,30.6,74.1,196.6667,0.133716,2799,1.046931,2026-04-22T04:20:40.883Z
zone1,30.6,73.9,195.8333,0.130154,2793,0.830325,2026-04-22T04:20:45.892Z
zone1,30.6,73.8,190.8333,0.135223,2807,1.33574,2026-04-22T04:20:50.893Z
zone1,30.6,73.8,190,0.13399,2807,1.33574,2026-04-22T04:20:55.909Z
zone1,30.6,73.6,189.1667,0.137278,2804,1.227437,2026-04-22T04:21:00.881Z
zone1,30.6,73.5,190,0.136319,2807,1.33574,2026-04-22T04:21:05.891Z
zone1,30.6,73.3,190,0.137415,2798,1.01083,2026-04-22T04:21:10.897Z
zone1,30.6,73.3,190.8333,0.133716,2796,0.938628,2026-04-22T04:21:15.890Z
zone1,30.6,73.2,190,0.13125,2810,1.444043,2026-04-22T04:21:20.893Z
zone1,30.6,73.2,190,0.13536,2810,1.444043,2026-04-22T04:21:25.895Z
zone1,30.6,73.1,190.8333,0.138922,2804,1.227437,2026-04-22T04:21:30.891Z
zone1,30.6,73.1,190,0.133031,2805,1.263538,2026-04-22T04:21:35.899Z
zone1,30.6,73.1,190,0.123715,2781,0.397112,2026-04-22T04:21:40.979Z
zone1,30.6,73.1,190,0.134538,2809,1.407942,2026-04-22T04:21:45.893Z
zone1,30.6,73.2,190.8333,0.130565,2806,1.299639,2026-04-22T04:21:50.893Z
zone1,30.6,73.1,193.3333,0.130154,2805,1.263538,2026-04-22T04:21:55.895Z
zone1,30.6,73.1,194.1667,0.133031,2802,1.155235,2026-04-22T04:22:00.892Z
zone1,30.6,73.2,195,0.13399,2805,1.263538,2026-04-22T04:22:05.892Z
zone1,30.6,73.2,194.1667,0.137004,2797,0.974729,2026-04-22T04:22:10.891Z
zone1,30.7,73.2,194.1667,0.129058,2807,1.33574,2026-04-22T04:22:15.887Z
zone1,30.7,73.3,192.5,0.135223,2805,1.263538,2026-04-22T04:22:20.895Z
zone1,30.7,73.3,188.3333,0.137826,2809,1.407942,2026-04-22T04:22:25.893Z
zone1,30.7,73.4,186.6667,0.137552,2806,1.299639,2026-04-22T04:22:30.883Z
zone1,30.7,73.4,182.5,0.131113,2804,1.227437,2026-04-22T04:22:35.893Z
zone1,30.6,73.5,173.3333,0.13262,2795,0.902527,2026-04-22T04:22:40.897Z
zone1,30.7,73.5,179.1667,0.135908,2805,1.263538,2026-04-22T04:22:45.880Z
zone1,30.6,73.5,183.3333,0.13536,2805,1.263538,2026-04-22T04:22:50.910Z
zone1,30.7,73.5,180,0.131661,2802,1.155235,2026-04-22T04:22:55.893Z
zone1,30.7,73.4,177.5,0.133579,2807,1.33574,2026-04-22T04:23:00.910Z
zone1,30.7,73.4,176.6667,0.141388,2797,0.974729,2026-04-22T04:23:05.895Z
zone1,30.7,73.3,179.1667,0.126592,2788,0.649819,2026-04-22T04:23:10.890Z
zone1,30.7,73.1,185,0.130839,2806,1.299639,2026-04-22T04:23:15.910Z
zone1,30.7,73.2,187.5,0.137552,2803,1.191336,2026-04-22T04:23:20.895Z
zone1,30.7,73.1,189.1667,0.132209,2805,1.263538,2026-04-22T04:23:25.898Z
zone1,30.7,73.1,190,0.13536,2805,1.263538,2026-04-22T04:23:30.900Z
zone1,30.7,73.2,190,0.137415,2796,0.938628,2026-04-22T04:23:35.899Z
zone1,30.7,73.1,190.8333,0.134949,2794,0.866426,2026-04-22T04:23:40.899Z
zone1,30.7,73.3,189.1667,0.129195,2804,1.227437,2026-04-22T04:23:45.899Z
zone1,30.7,73.2,188.3333,0.13399,2808,1.371841,2026-04-22T04:23:50.892Z
zone1,30.7,73.3,189.1667,0.133168,2804,1.227437,2026-04-22T04:23:55.894Z
zone1,30.7,73.3,188.3333,0.137415,2806,1.299639,2026-04-22T04:24:00.886Z
zone1,30.7,73.3,189.1667,0.135497,2784,0.505415,2026-04-22T04:24:05.898Z
zone1,30.7,73.4,189.1667,0.129606,2806,1.299639,2026-04-22T04:24:10.884Z
zone1,30.7,73.4,188.3333,0.135771,2803,1.191336,2026-04-22T04:24:15.897Z
zone1,30.7,73.5,187.5,0.134949,2804,1.227437,2026-04-22T04:24:20.909Z
zone1,30.7,73.6,187.5,0.134812,2804,1.227437,2026-04-22T04:24:25.875Z
zone1,30.7,73.6,187.5,0.133168,2803,1.191336,2026-04-22T04:24:30.886Z
zone1,30.7,73.7,188.3333,0.137004,2797,0.974729,2026-04-22T04:24:35.877Z
zone1,30.7,73.6,187.5,0.135634,2811,1.480145,2026-04-22T04:24:40.990Z
zone1,30.7,73.6,186.6667,0.133853,2805,1.263538,2026-04-22T04:24:45.884Z
zone1,30.7,73.7,186.6667,0.133031,2809,1.407942,2026-04-22T04:24:50.883Z
zone1,30.7,73.7,185.8333,0.135634,2806,1.299639,2026-04-22T04:24:55.951Z
zone1,30.7,73.7,185.8333,0.134401,2799,1.046931,2026-04-22T04:25:00.889Z
zone1,30.7,73.8,183.3333,0.128373,2796,0.938628,2026-04-22T04:25:05.873Z
zone1,30.7,73.9,182.5,0.131113,2806,1.299639,2026-04-22T04:25:10.884Z
zone1,30.7,73.9,182.5,0.129606,2806,1.299639,2026-04-22T04:25:15.890Z
zone1,30.7,73.9,183.3333,0.133168,2807,1.33574,2026-04-22T04:25:20.890Z
zone1,30.7,74,184.1667,0.132757,2806,1.299639,2026-04-22T04:25:25.884Z
zone1,30.7,74,181.6667,0.134538,2798,1.01083,2026-04-22T04:25:30.889Z
zone1,30.7,73.9,180.8333,0.136182,2802,1.155235,2026-04-22T04:25:35.883Z
zone1,30.7,74,180,0.131661,2808,1.371841,2026-04-22T04:25:40.871Z
zone1,30.7,74.1,180.8333,0.133716,2808,1.371841,2026-04-22T04:25:45.886Z
zone1,30.7,74.1,180,0.135223,2805,1.263538,2026-04-22T04:25:50.887Z
zone1,30.7,74.1,182.5,0.136867,2804,1.227437,2026-04-22T04:25:55.875Z
zone1,30.7,74.1,180.8333,0.121797,2794,0.866426,2026-04-22T04:26:00.887Z
zone1,30.7,74.2,181.6667,0.1381,2809,1.407942,2026-04-22T04:26:05.896Z
zone1,30.7,74.2,180,0.133168,2803,1.191336,2026-04-22T04:26:10.874Z
zone1,30.7,74.3,180,0.130976,2810,1.444043,2026-04-22T04:26:15.887Z
zone1,30.7,74.4,179.1667,0.129058,2804,1.227437,2026-04-22T04:26:20.886Z
zone1,30.7,74.4,175.8333,0.137278,2805,1.263538,2026-04-22T04:26:25.883Z
zone1,30.7,74.4,179.1667,0.140566,2794,0.866426,2026-04-22T04:26:30.882Z
zone1,30.7,74.3,175.8333,0.132894,2803,1.191336,2026-04-22T04:26:35.891Z
zone1,30.7,74.3,176.6667,0.132894,2805,1.263538,2026-04-22T04:26:40.897Z
zone1,30.7,74.4,177.5,0.133579,2803,1.191336,2026-04-22T04:26:45.886Z
zone1,30.7,74.4,176.6667,0.134812,2804,1.227437,2026-04-22T04:26:50.889Z
zone1,30.7,74.3,175,0.12851,2807,1.33574,2026-04-22T04:26:55.884Z
zone1,30.7,74.3,175.8333,0.13536,2799,1.046931,2026-04-22T04:27:00.887Z
zone1,30.7,74.3,176.6667,0.136319,2805,1.263538,2026-04-22T04:27:05.930Z
zone1,30.7,74.3,175,0.137415,2806,1.299639,2026-04-22T04:27:10.885Z
zone1,30.7,74.3,175,0.133031,2803,1.191336,2026-04-22T04:27:15.896Z
zone1,30.7,74.3,174.1667,0.134812,2805,1.263538,2026-04-22T04:27:20.873Z
zone1,30.7,74.3,174.1667,0.137689,2798,1.01083,2026-04-22T04:27:25.891Z
zone1,30.7,74.3,174.1667,0.130154,2787,0.613718,2026-04-22T04:27:30.884Z
zone1,30.7,74.3,173.3333,0.13262,2805,1.263538,2026-04-22T04:27:35.884Z
zone1,30.7,74.3,172.5,0.135771,2807,1.33574,2026-04-22T04:27:40.907Z
zone1,30.7,74.3,170.8333,0.136319,2804,1.227437,2026-04-22T04:27:45.885Z
zone1,30.7,74.2,172.5,0.131798,2804,1.227437,2026-04-22T04:27:50.893Z
zone1,30.8,74.2,171.6667,0.132483,2797,0.974729,2026-04-22T04:27:55.881Z
zone1,30.8,74.2,170.8333,0.136182,2797,0.974729,2026-04-22T04:28:00.900Z
zone1,30.8,74.2,171.6667,0.131661,2805,1.263538,2026-04-22T04:28:05.889Z
zone1,30.8,74.2,170,0.13399,2804,1.227437,2026-04-22T04:28:10.884Z
zone1,30.8,74.2,165.8333,0.133168,2807,1.33574,2026-04-22T04:28:15.897Z
zone1,30.8,74.3,165,0.137826,2778,0.288809,2026-04-22T04:28:20.885Z
zone1,30.7,74.3,167.5,0.131113,2794,0.866426,2026-04-22T04:28:25.901Z
zone1,30.8,74.3,165,0.127688,2809,1.407942,2026-04-22T04:28:30.885Z
zone1,30.8,74.4,168.3333,0.135634,2805,1.263538,2026-04-22T04:28:35.901Z
zone1,30.8,74.3,166.6667,0.135634,2804,1.227437,2026-04-22T04:28:40.887Z
zone1,30.8,74.4,168.3333,0.135634,2803,1.191336,2026-04-22T04:28:45.886Z
zone1,30.8,74.4,165,0.134949,2812,1.516245,2026-04-22T04:28:50.896Z
zone1,30.8,74.3,166.6667,0.131524,2796,0.938628,2026-04-22T04:28:55.894Z
zone1,30.8,74.1,165,0.138648,2804,1.227437,2026-04-22T04:29:00.897Z
zone1,30.8,74,165.8333,0.137689,2805,1.263538,2026-04-22T04:29:05.885Z
zone1,30.8,74,164.1667,0.135223,2806,1.299639,2026-04-22T04:29:10.901Z
zone1,30.8,73.9,162.5,0.129332,2808,1.371841,2026-04-22T04:29:15.882Z
zone1,30.8,74,162.5,0.130291,2798,1.01083,2026-04-22T04:29:20.891Z
zone1,30.8,74,162.5,0.123989,2793,0.830325,2026-04-22T04:29:25.865Z
zone1,30.8,74,161.6667,0.129195,2807,1.33574,2026-04-22T04:29:30.886Z
zone1,30.8,74,160,0.137689,2810,1.444043,2026-04-22T04:29:35.886Z
zone1,30.8,74.1,163.3333,0.133716,2807,1.33574,2026-04-22T04:29:40.875Z
zone1,30.8,74.2,160.8333,0.135634,2810,1.444043,2026-04-22T04:29:45.900Z
zone1,30.8,74.2,158.3333,0.135771,2795,0.902527,2026-04-22T04:29:50.895Z
zone1,30.8,74.2,158.3333,0.135086,2795,0.902527,2026-04-22T04:29:55.885Z
zone1,30.8,74.2,160,0.131387,2807,1.33574,2026-04-22T04:30:00.883Z
zone1,30.8,74.1,160,0.136319,2808,1.371841,2026-04-22T04:30:05.900Z
zone1,30.8,74.1,158.3333,0.134949,2802,1.155235,2026-04-22T04:30:10.885Z
zone1,30.8,74,158.3333,0.133716,2807,1.33574,2026-04-22T04:30:15.889Z
zone1,30.8,73.9,159.1667,0.126318,2798,1.01083,2026-04-22T04:30:20.886Z
zone1,30.8,74,157.5,0.134812,2803,1.191336,2026-04-22T04:30:25.889Z
zone1,30.8,73.9,156.6667,0.136593,2805,1.263538,2026-04-22T04:30:30.922Z
zone1,30.8,74,156.6667,0.136867,2803,1.191336,2026-04-22T04:30:35.889Z
zone1,30.8,74,156.6667,0.13399,2806,1.299639,2026-04-22T04:30:40.889Z
zone1,30.8,74.1,157.5,0.131113,2801,1.119134,2026-04-22T04:30:45.876Z
zone1,30.8,74,155.8333,0.142484,2800,1.083032,2026-04-22T04:30:50.882Z
zone1,30.8,74,155,0.129606,2804,1.227437,2026-04-22T04:30:55.885Z
zone1,30.8,74.1,155,0.130702,2809,1.407942,2026-04-22T04:31:00.888Z
zone1,30.8,74.1,155,0.132346,2806,1.299639,2026-04-22T04:31:05.902Z
zone1,30.8,74.2,155,0.130154,2806,1.299639,2026-04-22T04:31:10.888Z
zone1,30.9,74.2,155.8333,0.132209,2808,1.371841,2026-04-22T04:31:15.887Z
zone1,30.8,74.2,154.1667,0.136045,2794,0.866426,2026-04-22T04:31:20.886Z
zone1,30.8,74.2,155,0.134812,2807,1.33574,2026-04-22T04:31:25.886Z
zone1,30.8,74.2,155,0.137826,2805,1.263538,2026-04-22T04:31:30.884Z
zone1,30.8,74.3,154.1667,0.140155,2809,1.407942,2026-04-22T04:31:35.892Z
zone1,30.9,74.3,154.1667,0.136456,2805,1.263538,2026-04-22T04:31:40.875Z
zone1,30.9,74.2,153.3333,0.14084,2798,1.01083,2026-04-22T04:31:45.887Z
zone1,30.9,74.2,153.3333,0.135634,2782,0.433213,2026-04-22T04:31:50.886Z
zone1,30.9,74.3,152.5,0.131661,2808,1.371841,2026-04-22T04:31:55.887Z
zone1,30.8,74.3,152.5,0.135908,2807,1.33574,2026-04-22T04:32:00.886Z
zone1,30.9,74.2,151.6667,0.134538,2808,1.371841,2026-04-22T04:32:05.895Z
zone1,30.9,74.3,151.6667,0.132894,2802,1.155235,2026-04-22T04:32:10.887Z
zone1,30.8,74.2,151.6667,0.136867,2800,1.083032,2026-04-22T04:32:15.877Z
zone1,30.8,74.3,150.8333,0.135634,2801,1.119134,2026-04-22T04:32:20.896Z
zone1,30.9,74.3,150,0.132072,2805,1.263538,2026-04-22T04:32:25.876Z
zone1,30.9,74.3,149.1667,0.127688,2809,1.407942,2026-04-22T04:32:30.893Z
zone1,30.9,74.3,149.1667,0.134401,2804,1.227437,2026-04-22T04:32:35.887Z
zone1,30.9,74.3,149.1667,0.134127,2804,1.227437,2026-04-22T04:32:40.959Z
zone1,30.9,74.3,148.3333,0.133579,2793,0.830325,2026-04-22T04:32:45.885Z
zone1,30.8,74.3,148.3333,0.130839,2806,1.299639,2026-04-22T04:32:50.903Z
zone1,30.9,74.3,148.3333,0.136593,2807,1.33574,2026-04-22T04:32:55.884Z
zone1,30.9,74.3,146.6667,0.133031,2806,1.299639,2026-04-22T04:33:00.889Z
zone1,30.9,74.3,146.6667,0.137415,2804,1.227437,2026-04-22T04:33:05.878Z
zone1,30.9,74.2,146.6667,0.136182,2809,1.407942,2026-04-22T04:33:10.886Z
zone1,30.9,74.3,146.6667,0.131113,2794,0.866426,2026-04-22T04:33:15.890Z
zone1,30.9,74.2,145.8333,0.137415,2806,1.299639,2026-04-22T04:33:20.890Z
zone1,30.9,74.3,145.8333,0.137004,2804,1.227437,2026-04-22T04:33:25.886Z
zone1,30.9,74.3,145,0.133716,2803,1.191336,2026-04-22T04:33:30.889Z
zone1,30.9,74.3,145,0.135634,2808,1.371841,2026-04-22T04:33:35.887Z
zone1,30.9,74.2,144.1667,0.131113,2798,1.01083,2026-04-22T04:33:40.900Z
zone1,30.9,74.3,144.1667,0.127825,2797,0.974729,2026-04-22T04:33:45.889Z
zone1,30.9,74.3,144.1667,0.1381,2805,1.263538,2026-04-22T04:33:50.875Z
zone1,30.9,74.4,143.3333,0.13673,2804,1.227437,2026-04-22T04:33:55.885Z
zone1,30.9,74.4,143.3333,0.135086,2805,1.263538,2026-04-22T04:34:00.882Z
zone1,30.9,74.4,142.5,0.132072,2807,1.33574,2026-04-22T04:34:05.892Z
zone1,30.9,74.4,142.5,0.132346,2795,0.902527,2026-04-22T04:34:10.877Z
zone1,30.9,74.4,141.6667,0.137689,2799,1.046931,2026-04-22T04:34:15.886Z
zone1,30.9,74.4,141.6667,0.13399,2804,1.227437,2026-04-22T04:34:20.891Z
zone1,30.9,74.4,141.6667,0.133442,2804,1.227437,2026-04-22T04:34:25.882Z
zone1,30.9,74.4,141.6667,0.136045,2805,1.263538,2026-04-22T04:34:30.882Z
zone1,30.9,74.4,141.6667,0.138922,2808,1.371841,2026-04-22T04:34:35.879Z
zone1,30.9,74.5,140.8333,0.11755,2798,1.01083,2026-04-22T04:34:40.889Z
zone1,30.9,74.4,140.8333,0.1381,2808,1.371841,2026-04-22T04:34:45.885Z
zone1,30.9,74.4,140,0.134949,2806,1.299639,2026-04-22T04:34:50.912Z
zone1,30.9,74.4,139.1667,0.137689,2807,1.33574,2026-04-22T04:34:55.875Z
zone1,30.9,74.4,139.1667,0.136867,2805,1.263538,2026-04-22T04:35:00.894Z
zone1,30.9,74.3,139.1667,0.135086,2761,-0.32491,2026-04-22T04:35:05.880Z
zone1,30.9,74.3,139.1667,0.139333,2795,0.902527,2026-04-22T04:35:10.884Z
zone1,30.9,74.3,138.3333,0.131798,2807,1.33574,2026-04-22T04:35:15.892Z
zone1,30.9,74.3,138.3333,0.136319,2805,1.263538,2026-04-22T04:35:20.893Z
zone1,30.9,74.3,138.3333,0.136182,2806,1.299639,2026-04-22T04:35:25.891Z
zone1,30.9,74.3,137.5,0.133305,2802,1.155235,2026-04-22T04:35:30.891Z
zone1,30.9,74.3,137.5,0.132209,2806,1.299639,2026-04-22T04:35:35.892Z
zone1,30.9,74.4,135.8333,0.135908,2796,0.938628,2026-04-22T04:35:40.903Z
zone1,30.9,74.4,135.8333,0.138648,2802,1.155235,2026-04-22T04:35:45.903Z
zone1,30.9,74.4,135.8333,0.134401,2804,1.227437,2026-04-22T04:35:50.893Z
zone1,30.9,74.4,135.8333,0.134812,2805,1.263538,2026-04-22T04:35:55.890Z
zone1,30.9,74.4,135,0.13536,2793,0.830325,2026-04-22T04:36:00.904Z
zone1,30.9,74.5,134.1667,0.137141,2795,0.902527,2026-04-22T04:36:05.900Z
zone1,30.9,74.5,135,0.127551,2797,0.974729,2026-04-22T04:36:10.887Z
